,0
30,"['Argentina:16', 'Australia:MA15+', 'Chile:14', 'Colombia:15', 'Finland:K-16', 'France:Tous publics::(with warning)', 'Germany:16', 'Greece:K-16', 'Ireland:15A', 'Italy:T', 'Japan:R15+', 'Mexico:B', 'Netherlands:16', 'New Zealand:R16', 'Norway:15::(VOD)', 'Portugal:M/14', 'Singapore:NC16::(self-applied)', 'Spain:16', 'Sweden:15', 'United Kingdom:15', 'United States:R']"
31,"['Argentina:16', 'Australia:M', 'Austria:12', 'Brazil:14', 'Canada:14A::(Alberta)', 'Canada:14A::(British Columbia)', 'Canada:14A::(Manitoba)', 'Canada:14A::(Ontario)', 'Canada:13+::(Quebec)', 'Chile:14', 'Denmark:A', 'Finland:K-7', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIB', 'Hungary:16', 'Ireland:15A', 'Lithuania:N-16', 'Malaysia:(Banned)', 'Mexico:B-15', 'Netherlands:12', 'New Zealand:M', 'Norway:A', 'Philippines:R-16', 'Portugal:M/14', 'Russia:18+', 'Singapore:NC16', 'South Africa:16', 'South Korea:15', 'Spain:12', 'Sweden:Btl', 'Switzerland:14', 'Taiwan:R-15', 'Thailand:G', 'Turkey:15+', 'United Kingdom:15', 'United States:R', 'Ukraine:16']"
32,"['Argentina:13::(with warning)', 'Australia:M', 'Austria:14', 'Brazil:14', 'Canada:14A::(British Columbia)', 'Canada:G::(Québec)', 'Chile:14', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:16', 'Hong Kong:IIB', 'Hungary:16', 'India:UA', 'Indonesia:17+', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:18', 'Maldives:18+', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:12::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:16+', 'Singapore:PG13', 'South Africa:10-12', 'South Africa:13::(DVD rating)', 'South Korea:15', 'Spain:12', 'Sweden:11', 'Switzerland:14', 'Taiwan:R-12', 'Thailand:15', 'United Kingdom:12A', 'United Kingdom:12::(DVD rating)', 'United States:PG-13', 'Ukraine:16', 'Vietnam:C16']"
33,"['Argentina:13', 'Australia:M', 'Austria:10', 'Belgium:KT/EA', 'Brazil:12', 'Bulgaria:B', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Colombia:12', 'Czech Republic:12', 'Denmark:A', 'Ecuador:12::(Quito)', 'Finland:S', 'France:Tous publics', 'Germany:6', 'Greece:K-12', 'Hong Kong:IIA', 'Hungary:12', 'Iceland:12', 'India:A', 'Indonesia:17+', 'Ireland:15A', 'Italy:T', 'Lithuania:N-13', 'Luxembourg:12', 'Malaysia:18', 'Malta:12A', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:A', 'Peru:14', 'Philippines:PG-13', 'Portugal:M/12', 'Puerto Rico:PG-13', 'Russia:16+', 'Serbia:12', 'Singapore:NC16', 'Slovakia:12', 'South Africa:13', 'South Korea:12', 'Spain:7::(ICAA)', 'Sweden:Btl', 'Switzerland:12', 'Taiwan:PG-12', 'Thailand:13', 'Turkey:13A', 'United Kingdom:12A', 'United States:PG-13', 'Vietnam:C16']"
34,"['Argentina:13', 'Australia:M', 'Austria:12', 'Brazil:12', 'Canada:PG::(British Columbia)', 'Canada:13+::(Quebec)', 'Canada:14+::(tv rating)', 'Chile:TE+7', 'Colombia:12', 'Denmark:11', 'Finland:K-12', 'France:Tous publics::(with warning)', 'Germany:12', 'Hong Kong:IIB', 'Hungary:16', 'Iceland:12', 'India:UA', 'Indonesia:D', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:12::(cinema rating)', 'Peru:14', 'Philippines:PG-13', 'Poland:12', 'Portugal:M/12', 'Puerto Rico:PG-13', 'Russia:12+', 'Russia:16+::(DVD rating)', 'Singapore:PG13', 'South Africa:13', 'South Africa:10-12::(video)', 'South Korea:15', 'Spain:12::(ICAA)', 'Sweden:15', 'Switzerland:12', 'Thailand:13', 'Turkey:13+', 'United Kingdom:12A', 'United States:TV-14', 'United States:PG-13', 'Vietnam:C16']"
35,"['Argentina:16', 'Australia:MA15+', 'Belgium:KT/EA', 'Brazil:14', 'Denmark:15::(DVD rating)', 'Finland:K-16::(DVD rating)', 'France:Tous publics::(with warning)', 'Germany:16', 'Ireland:15A', 'Japan:G', 'Malaysia:18', 'Mexico:B15', 'Netherlands:16', 'New Zealand:R16', 'Norway:15::(DVD rating)', 'Philippines:R-13', 'Portugal:M/16', 'Singapore:M18', 'South Africa:16', 'South Korea:15', 'Sweden:15', 'Thailand:15', 'United Kingdom:15', 'United States:R', 'Ukraine:16']"
36,"['Argentina:13', 'Australia:M', 'Austria:12', 'Brazil:12', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:PG::(Ontario)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Colombia:T', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Greece:K-12', 'Hong Kong:IIB', 'Hungary:12', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:9::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:16+', 'Singapore:PG13', 'South Africa:10-12', 'South Africa:7-9::(DVD rating)', 'South Korea:12', 'Spain:7', 'Sweden:11', 'Switzerland:12', 'Taiwan:PG-12', 'Thailand:13', 'Turkey:13+', 'United Kingdom:12A', 'United States:PG-13', 'Ukraine:12', 'Vietnam:C16']"
37,"['Argentina:16', 'Australia:MA15+', 'Brazil:16', 'Canada:14A::(British Columbia)', 'Canada:13+::(Quebec)', 'Chile:14', 'Colombia:15', 'Finland:K-16', 'France:12', 'Germany:16', 'Hong Kong:IIB', 'Hungary:16', 'India:A', 'Ireland:15A', 'Italy:T::(DVD rating)', 'Japan:R15+', 'Lithuania:N-16', 'Malta:18', 'Mexico:B15::(with warning)', 'Netherlands:16', 'New Zealand:R16', 'Norway:15::(cinema rating)', 'Philippines:R-16', 'Portugal:M/16', 'Russia:18+', 'Singapore:M18', 'South Africa:16', 'South Korea:18', 'Spain:18', 'Sweden:15', 'Switzerland:16', 'Taiwan:R-18', 'Turkey:15+', 'United Kingdom:15', 'United States:R', 'Ukraine:16']"
38,"['Argentina:13::(with warning)', 'Australia:M', 'Austria:14', 'Brazil:14', 'Canada:PG::(Alberta/British Columbia/Manitoba/Ontario)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Colombia:12', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIB', 'Hungary:12', 'India:UA', 'Indonesia:13+', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Luxembourg:12', 'Malaysia:P13', 'Maldives:15+', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Nigeria:15', 'Norway:12::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Singapore:PG13', 'South Africa:13', 'South Korea:12', 'Spain:12', 'Sweden:11', 'Switzerland:14', 'Thailand:13', 'Turkey:13+', 'United Kingdom:12A', 'United States:PG-13', 'Vietnam:C16']"
39,"['Argentina:13::(with warning)', 'Australia:M', 'Austria:12', 'Brazil:12', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:PG::(Nova Scotia)', 'Canada:PG::(Ontario)', 'Canada:G::(Quebec)', 'Canada:PG::(Saskatchewan)', 'Chile:TE+7', 'China:(Banned)', 'Czech Republic:12', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:16', 'Greece:K-15', 'Hong Kong:IIA', 'Hungary:16', 'Iceland:12', 'India:UA', 'Indonesia:17+', 'Ireland:15A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Maldives:18+', 'Malta:15', 'Mexico:B', 'Netherlands:12', 'New Zealand:M::(withdrawn)', 'New Zealand:R13', 'Norway:12', 'Philippines:R-13', 'Philippines:PG-13', 'Poland:12', 'Portugal:M/14', 'Portugal:M/12::(TV rating)', 'Puerto Rico:PG-13', 'Russia:16+', 'Russia:18+::(DVD rating)', 'Singapore:PG13', 'Slovakia:12', 'South Africa:13', 'South Korea:15', 'Spain:12', 'Sweden:15', 'Switzerland:14', 'Taiwan:R-12', 'Thailand:G', 'United Kingdom:15', 'United States:TV-14', 'United States:PG-13', 'Ukraine:16', 'Vietnam:C16']"
40,"['Argentina:13', 'Australia:M', 'Austria:6', 'Brazil:14', 'Canada:14A::(Alberta/Manitoba/Ontario)', 'Canada:PG::(British Columbia)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Colombia:12', 'Denmark:A', 'Finland:K-7', 'France:Tous publics', 'Germany:0', 'Hong Kong:IIB', 'Hungary:12', 'India:A', 'Indonesia:13+', 'Ireland:15A', 'Italy:T', 'Japan:PG12', 'Malaysia:18', 'Mexico:B15', 'Netherlands:12', 'New Zealand:M', 'Norway:A', 'Philippines:R-13', 'Portugal:M/14', 'Russia:18+', 'Singapore:M18', 'Singapore:NC16::(edited)', 'South Africa:13', 'South Korea:15', 'Spain:12', 'Sweden:Btl', 'Switzerland:8', 'Taiwan:PG-12', 'Thailand:15', 'United Kingdom:15', 'United States:R', 'Ukraine:12']"
41,"['Argentina:13', 'Australia:M', 'Austria:12', 'Brazil:14', 'Canada:PG::(British Columbia)', 'Canada:G::(Quebec)', 'Chile:TE', 'Colombia:12', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIB', 'Hungary:12', 'Iceland:12', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:12::(cinema rating)', 'Philippines:PG-13', 'Poland:12', 'Portugal:M/12', 'Singapore:PG13', 'South Africa:10-12', 'South Korea:12', 'Spain:12', 'Sweden:11', 'Switzerland:14', 'Taiwan:PG-12', 'Thailand:G', 'United Kingdom:12A', 'United States:PG-13']"
42,"['Argentina:16', 'Australia:MA15+', 'Brazil:16', 'Canada:14A::(Alberta/British Columbia/Manitoba/Nova Scotia/Ontario)', 'Canada:13+::(Quebec)', 'Canada:14+::(tv rating)', 'Chile:14', 'China:(Banned)', 'Colombia:12', 'Denmark:15', 'Finland:K-16', 'France:Tous publics::(with warning)', 'Germany:16', 'Hong Kong:IIB', 'Hungary:16', 'India:UA', 'Ireland:15A', 'Ireland:15::(video rating)', 'Italy:T', 'Japan:R15+', 'Japan:PG12::(Black & Chrome Edition)', 'Lithuania:N-16', 'Malaysia:18', 'Malaysia:(Banned)::(lifted)', 'Mexico:B-15', 'Netherlands:16', 'New Zealand:R16', 'Norway:15::(cinema rating)', 'Philippines:R-16', 'Portugal:M/14', 'Russia:16+::(cinema rating)', 'Russia:18+::(video rating)', 'Singapore:NC16', 'South Africa:13', 'South Korea:15', 'Spain:16::(ICAA)', 'Sweden:15', 'Switzerland:14', 'Taiwan:R-12', 'Thailand:15', 'United Kingdom:15', 'United States:TV-14::(DLV, TV Rating.)', 'United States:R', 'Ukraine:16', 'Vietnam:C16']"
43,"['Argentina:16', 'Australia:MA15+', 'Austria:16', 'Brazil:16', 'Canada:14A::(Alberta/British Columbia/Manitoba)', 'Canada:18A::(Ontario)', 'Canada:13+::(Quebec)', 'Canada:18A::(Toronto)', 'Chile:14', 'Colombia:15', 'Denmark:15', 'Finland:K-16', 'France:12', 'Germany:16', 'Hong Kong:IIB', 'Hungary:18', 'India:A', 'Indonesia:17+', 'Ireland:16', 'Ireland:15::(DVD rating)', 'Italy:VM14', 'Japan:R15+', 'Luxembourg:16', 'Malaysia:18', 'Malta:15', 'Mexico:B15', 'Netherlands:16', 'New Zealand:R16', 'Norway:15::(cinema rating)', 'Peru:14', 'Philippines:R-13', 'Portugal:M/16', 'Russia:18+', 'Singapore:NC16', 'South Africa:16', 'South Korea:15', 'Spain:16', 'Sweden:15', 'Switzerland:16', 'Taiwan:R-15', 'Thailand:15', 'Turkey:15+', 'United Kingdom:15', 'United States:R', 'Ukraine:16', 'Vietnam:C18']"
44,"['Australia:MA15+', 'Brazil:16', 'Canada:18A::(British Columbia)', 'Canada:13+::(Quebec)', 'Denmark:15', 'Finland:K-16', 'France:Tous publics::(with warning)', 'Germany:12', 'Ireland:16', 'Italy:T', 'Japan:R15+', 'Malaysia:(Banned)', 'Mexico:B-15', 'Netherlands:12', 'New Zealand:R16', 'Norway:12::(cinema rating)', 'Philippines:R-16', 'Poland:15', 'Singapore:M18', 'South Africa:16', 'South Korea:18', 'Spain:16::(ICAA)', 'Sweden:11', 'Switzerland:14', 'Thailand:18', 'United Kingdom:15', 'United Kingdom:18', 'United States:TV-MA::(LSV)', 'United States:R']"
45,"['Argentina:13::(with warning)', 'Australia:MA15+', 'Brazil:14', 'Canada:14A::(Alberta)', 'Canada:14A::(British Columbia)', 'Chile:TE+7', 'Colombia:12', 'France:Tous publics::(avec avertissement)', 'Germany:16', 'Hong Kong:IIB', 'Hungary:16', 'India:A', 'Indonesia:17+', 'Ireland:15A', 'Italy:T', 'Japan:PG12', 'Mexico:B15', 'Netherlands:16', 'Nigeria:18', 'Norway:15', 'Philippines:R-13', 'Portugal:M/14', 'Russia:18+', 'Singapore:NC16', 'South Africa:16', 'South Korea:15', 'Spain:16', 'Switzerland:16', 'Taiwan:R-12', 'Turkey:15+', 'United Kingdom:15', 'United States:R', 'Vietnam:C18']"
46,"['Argentina:16', 'Australia:MA15+', 'Austria:16', 'Brazil:16', 'Canada:14A::(Alberta/British Columbia/Saskatchewan)', 'Canada:14A::(Canadian Home Video rating)', 'Canada:14A::(DVD rating)', 'Canada:18A::(Manitoba/Ontario)', 'Canada:13+::(Quebec)', 'Chile:14', 'China:(Banned)', 'Colombia:15', 'Denmark:15', 'Finland:K-16', 'France:12', 'Germany:16', 'Hong Kong:III', 'Hong Kong:IIB', 'Hungary:16', 'Iceland:16', 'India:A::(Blu-ray rating)', 'India:A::(cinema rating)', 'Indonesia:D', 'Ireland:16', 'Ireland:15::(DVD rating)', 'Italy:T', 'Japan:R15+', 'Lithuania:N-16', 'Malaysia:18', 'Maldives:18+', 'Malta:15', 'Mexico:B15', 'Netherlands:16', 'New Zealand:R16', 'Norway:15::(cinema rating)', 'Philippines:R-16', 'Poland:16', 'Portugal:M/14', 'Russia:18+', 'Russia:16+::(DVD rating)', 'Singapore:M18', 'South Africa:16', 'South Korea:18', 'Spain:18::(ICAA)', 'Sweden:15', 'Switzerland:16', 'Taiwan:R-15', 'Thailand:15', 'Turkey:15+', 'United Kingdom:15', 'United States:R', 'Ukraine:18', 'Vietnam:C16', 'Vietnam:C18']"
47,"['Argentina:13::(with warning)', 'Australia:M', 'Austria:16', 'Canada:14A', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:14A::(Ontario)', 'Chile:14', 'Colombia:12', 'Denmark:15', 'Finland:K-16', 'Germany:16', 'Hong Kong:IIB', 'India:UA', 'Indonesia:13+', 'Japan:G', 'Mexico:B', 'Netherlands:12', 'Norway:15', 'Philippines:R-13', 'Portugal:M/14', 'Russia:18+', 'South Africa:13', 'South Korea:15', 'Sweden:15', 'United Kingdom:15', 'United States:R', 'Ukraine:16', 'Vietnam:C16']"
48,"['Argentina:16', 'Australia:MA15+', 'Austria:14', 'Brazil:14', 'Canada:14A::(Alberta/British Columbia/Manitoba/Ontario/Saskatchewan)', 'Canada:14A::(Canadian Home Video rating)', 'Canada:13+::(Quebec)', 'Chile:14', 'Colombia:15', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIB', 'Hungary:16', 'Iceland:12', 'India:A', 'Indonesia:21+', 'Ireland:15A', 'Ireland:15::(DVD rating)', 'Italy:T', 'Lithuania:N-16', 'Luxembourg:12', 'Malaysia:18', 'Malta:15', 'Mexico:B', 'Netherlands:12', 'New Zealand:R13', 'Norway:12::(cinema rating)', 'Philippines:R-16', 'Portugal:M/14', 'Russia:18+', 'Singapore:M18', 'South Africa:16', 'South Korea:18', 'Spain:16', 'Sweden:11', 'Switzerland:12', 'Taiwan:R-12', 'Thailand:18', 'Turkey:15+', 'United Kingdom:15', 'United States:R', 'Ukraine:16', 'Vietnam:C16']"
49,"['Australia:M', 'Brazil:10', 'Germany:12', 'Indonesia:13+', 'Japan:G', 'Mexico:A', 'Norway:15::(TV rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:12+', 'Singapore:PG', 'South Korea:12', 'Taiwan:PG-12', 'United States:PG-13', 'Ukraine:12']"
50,"['Argentina:13', 'Australia:M', 'Brazil:12', 'Canada:14A::(British Columbia)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Denmark:A', 'Finland:K-7', 'France:Tous publics', 'Germany:0', 'Hong Kong:IIB', 'Hungary:16', 'Ireland:15A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:18::(TV rating)', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:A::(cinema rating)', 'Philippines:R-13', 'Portugal:M/14', 'Russia:18+', 'Singapore:NC16', 'South Africa:13', 'South Africa:16::(DVD rating)', 'South Korea:15', 'Spain:12::(ICAA)', 'Sweden:Btl', 'Switzerland:10', 'Taiwan:R-12', 'Thailand:13', 'United Kingdom:15', 'United States:R', 'Ukraine:16']"
51,"['Argentina:13', 'Australia:M', 'Austria:12', 'Brazil:12', 'Bulgaria:C', 'Canada:PG::(Alberta/British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Colombia:12', 'Czech Republic:12', 'Denmark:11::(DVD and Blu-ray rating)', 'Ecuador:12::(Quito)', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIA', 'Hungary:12', 'Iceland:12', 'India:UA', 'Indonesia:13+', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Luxembourg:12', 'Malaysia:P13', 'Maldives:15+', 'Malta:12A', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Nigeria:12A', 'Norway:12::(cinema rating)', 'Philippines:PG-13', 'Poland:12', 'Portugal:M/12', 'Singapore:PG13', 'South Africa:13', 'South Korea:12', 'Spain:12', 'Sweden:11', 'Switzerland:12', 'Taiwan:PG-12', 'Thailand:G', 'Turkey:13A', 'United Kingdom:12A', 'United Kingdom:12A', 'United States:PG-13', 'Ukraine:12', 'Vietnam:C13']"
52,"['Argentina:Atp', 'Australia:PG', 'Austria:6', 'Brazil:12', 'Brazil:10', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Chile:TE', 'Colombia:T', 'Denmark:11', 'Finland:K-7', 'France:Tous publics', 'Germany:6', 'Hong Kong:IIA', 'Hungary:12', 'India:UA', 'Indonesia:13+', 'Ireland:PG', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Luxembourg:6', 'Malaysia:P13', 'Maldives:15+', 'Mexico:A', 'Netherlands:9', 'New Zealand:PG', 'Nigeria:12A', 'Norway:7', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:12+', 'Singapore:PG', 'South Africa:10-12', 'South Korea:12', 'Spain:A', 'Sweden:11', 'Switzerland:6', 'Taiwan:GP', 'Thailand:G', 'Turkey:13A', 'United Kingdom:PG', 'United States:PG', 'Ukraine:ZA', 'Vietnam:P']"
53,"['Argentina:13', 'Australia:M', 'Austria:12', 'Belgium:KT/EA', 'Brazil:14', 'Canada:PG::(Alberta/British Columbia/Manitoba/Ontario)', 'Canada:G::(Quebec)', 'Canada:14A', 'Chile:TE+7', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIA', 'Hungary:12', 'Iceland:12', 'India:UA', 'Indonesia:17+', 'Indonesia:13+::(DVD rating)', 'Ireland:12A', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Maldives:18+', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:12::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:16+', 'Singapore:PG13', 'South Africa:13', 'South Korea:12', 'Spain:7::(ICAA)', 'Sweden:11', 'Switzerland:12', 'Taiwan:R-12', 'Thailand:G', 'United Kingdom:12A', 'United Kingdom:15', 'United States:TV-MA::(D, L, V)', 'United States:TV-14::(TV rating)', 'United States:PG-13', 'Ukraine:16', 'Vietnam:C16']"
54,"['Argentina:16', 'Australia:MA15+', 'Austria:16', 'Brazil:16', 'Canada:18A::(Alberta)', 'Canada:14A::(British Columbia/Manitoba)', 'Canada:18A::(Ontario)', 'Canada:13+::(Quebec)', 'Canada:14A::(Saskatchewan)', 'Chile:14', 'Colombia:18', 'Denmark:15', 'Finland:K-16', 'France:12', 'Germany:16', 'Hong Kong:IIB', 'Hungary:18', 'India:A', 'Indonesia:17+', 'Ireland:18', 'Italy:VM14', 'Japan:R15+', 'Lithuania:N-18', 'Malaysia:18', 'Malta:18', 'Mexico:B15', 'Netherlands:16', 'New Zealand:R16', 'Norway:15', 'Philippines:R-16', 'Portugal:M/18', 'Romania:I.M.-18', 'Russia:18+', 'Singapore:M18', 'South Africa:18', 'South Korea:18', 'Spain:16::(ICAA)', 'Sweden:15', 'Switzerland:16', 'Taiwan:R-18', 'Turkey:18+', 'United Kingdom:18', 'United States:R', 'Ukraine:18', 'Vietnam:(Banned)']"
55,"['Argentina:13', 'Australia:M', 'Brazil:12', 'Canada:PG::(British Columbia)', 'Chile:TE', 'Colombia:T', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Greece:K-12', 'Hong Kong:IIA', 'Hungary:16', 'India:UA', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Nigeria:15', 'Norway:12::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:12+', 'Singapore:PG', 'South Africa:10', 'South Africa:10-12::(DVD rating)', 'South Korea:12', 'Spain:7::(ICAA)', 'Sweden:11', 'Switzerland:10', 'Thailand:G', 'United Kingdom:12A', 'United States:PG-13']"
56,"['Argentina:13::(with warning)', 'Australia:M', 'Austria:12', 'Belgium:KT/EA', 'Brazil:16', 'Bulgaria:C', 'Canada:14A::(Alberta)', 'Canada:14A::(British Columbia)', 'Canada:14A::(Manitoba)', 'Canada:18A::(Ontario)', 'Canada:G::(Quebec)', 'Chile:14', 'Colombia:12', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIB', 'Hungary:16', 'Iceland:12', 'India:U/A', 'Indonesia:17+', 'Ireland:15A', 'Italy:T', 'Japan:PG12', 'Lithuania:N-13', 'Luxembourg:12', 'Malaysia:18', 'Malta:15', 'Mexico:B15', 'Netherlands:12', 'New Zealand:M', 'Nigeria:18', 'Norway:9', 'Peru:14', 'Philippines:R-13', 'Portugal:M/14', 'Singapore:M18', 'South Africa:16', 'South Korea:15', 'Spain:12::(ICAA)', 'Sweden:7', 'Switzerland:12', 'Taiwan:R-15', 'Turkey:15+', 'United Kingdom:15', 'United States:R', 'United States:R', 'Ukraine:16', 'Vietnam:C18']"
57,"['Argentina:13::(with warning)', 'Chile:14', 'France:12', 'Germany:16', 'Italy:VM14', 'Mexico:B', 'New Zealand:M', 'Norway:15::(VOD)', 'Philippines:R-16', 'Portugal:M/14', 'Russia:16+', 'Singapore:NC16', 'South Korea:15', 'United Kingdom:15', 'United States:PG-13', 'Ukraine:18']"
58,"['Argentina:13::(with warning)', 'Australia:MA15+', 'Austria:12', 'Brazil:14', 'Canada:14A::(British Columbia)', 'Canada:13+::(Quebec)', 'Chile:TE+7', 'Colombia:15', 'Denmark:7', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIB', 'Ireland:15A', 'Italy:T', 'Japan:PG12', 'Lithuania:N-16', 'Mexico:B-15', 'Netherlands:12', 'New Zealand:R13', 'Norway:12::(cinema rating)', 'Philippines:R-18', 'Portugal:M/14', 'Russia:18+', 'Singapore:M18', 'South Africa:16', 'South Korea:18', 'Spain:12', 'Sweden:11', 'Switzerland:12', 'Turkey:15+', 'United Kingdom:15', 'United States:R', 'Ukraine:16']"
59,"['Argentina:13', 'Australia:PG', 'Australia:M::(DVD rating)', 'Austria:10', 'Brazil:12', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:G::(Quebec)', 'Chile:TE', 'Colombia:T', 'Denmark:11', 'Finland:K-7', 'France:Tous Public', 'Germany:6', 'Hong Kong:IIA', 'Hungary:12', 'Iceland:7', 'India:UA', 'Indonesia:SU', 'Ireland:12A', 'Lithuania:N-7', 'Malaysia:P13', 'Mexico:A', 'Netherlands:6', 'New Zealand:M', 'Norway:A::(cinema rating)', 'Philippines:R-13', 'Poland:12', 'Portugal:M/12', 'Russia:12+', 'Russia:16+::(Blu-ray)', 'Singapore:PG13', 'South Africa:7-9', 'South Africa:10-12::(DVD rating)', 'South Korea:12', 'Spain:12::(ICAA)', 'Sweden:7', 'Switzerland:6', 'Taiwan:PG-12', 'Thailand:G', 'United Kingdom:12A', 'United States:PG-13']"
60,"['Australia:MA15+', 'Brazil:16', 'Denmark:15', 'Finland:K-16', 'France:12', 'Germany:16', 'Hong Kong:IIB', 'Hungary:18', 'Italy:T', 'Japan:R15+', 'Netherlands:16', 'New Zealand:R18', 'Norway:15::(cinema rating)', 'Portugal:M/16', 'Russia:16+', 'South Korea:18', 'South Korea:15', 'Spain:16', 'Sweden:15', 'Switzerland:16', 'Taiwan:R-15', 'United Kingdom:15::(video)', 'United States:TV-MA', 'Ukraine:16', 'Vietnam:C18']"
61,"['Argentina:16', 'Australia:MA15+', 'Brazil:12', 'Canada:14A::(Alberta/British Columbia/Maritimes/Manitoba/Ontario)', 'Canada:13+::(Quebec)', 'Chile:14', 'Finland:K-16', 'France:12', 'Germany:16', 'Hong Kong:IIB', 'Hungary:16', 'Indonesia:D', 'Ireland:16', 'Ireland:15::(DVD rating)', 'Italy:T', 'Japan:G', 'Lithuania:N-16', 'Mexico:B', 'Netherlands:16', 'New Zealand:R13', 'Norway:15', 'Philippines:R-13', 'Portugal:M/16', 'Singapore:NC16', 'South Africa:16', 'South Africa:13::(DVD rating)', 'South Korea:15', 'Switzerland:14', 'Taiwan:R-15', 'Thailand:15', 'United Kingdom:15', 'United States:R', 'Ukraine:16']"
62,"['Australia:PG', 'Brazil:12', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:14A::(Canadian Home Video rating)', 'Canada:G::(Quebec)', 'Colombia:T', 'Denmark:A', 'Finland:K-7', 'France:Tous Public', 'Germany:0', 'Hungary:12', 'Italy:T::(DVD rating)', 'Mexico:B', 'Netherlands:AL', 'New Zealand:M', 'Portugal:M/12', 'Singapore:PG13', 'South Africa:13', 'South Africa:10-12::(DVD rating)', 'Spain:7::(ICAA)', 'United Kingdom:12A', 'United States:PG-13', 'Ukraine:12']"
